"CITY","ID","NAME","AREA","COORD","QUALITY_INDEX","MEAN_NDVI","ISMT","ISMT_LEVEL"
"Antofagasta","210110434","BRASIL",46463.5734068602,"357081.2, 7383295",58.625,0.241174332091474,0.734442438799181,"High"
"Antofagasta","210110434","BRASIL",46463.5734068602,"357069.5, 7382461",53.75,0.170519796088143,0.734442438799181,"High"
"Antofagasta","210110434","BRASIL",46463.5734068602,"357048.2, 7382505",53.75,0.186168675021844,0.734442438799181,"High"
"Antofagasta","210110434","BRASIL",46463.5734068602,"357059.8, 7382607",-1,0.239211623246567,0.734442438799181,"High"
"Antofagasta","210110434","BRASIL",46463.5734068602,"357064.6, 7382751",-1,0.163006963488182,0.734442438799181,"High"
"Antofagasta","210110434","BRASIL",46463.5734068602,"357069.8, 7382932",-1,0.203776655733861,0.734442438799181,"High"
"Antofagasta","210110434","BRASIL",46463.5734068602,"357045.9, 7382358",-1,0.152657425613584,0.734442438799181,"High"
"Antofagasta","210110442",NA,2904.07101127005,"358160.5, 7382140",46.5166666667,0.088947411992114,0.524130982762743,"Medium Low"
"Antofagasta","210110443","DOMINGO YOMA",734.849222294433,"356432.7, 7381324",46.625,0.105915590388469,0.717381646976955,"High"
"Antofagasta","210110444",NA,941.089817514032,"356671, 7379748",67.5833333333,0.110847048352318,0.719040286670352,"High"
"Antofagasta","210110445",NA,905.432692087272,"356309.9, 7379430",47.375,0.119954727180894,0.736180837503778,"High"
"Antofagasta","210110446","BERNARDO O'HIGGINS",7615.27759021183,"354611.6, 7377213",52.375,0.20535422388157,0.808676294630335,"High"
"Antofagasta","210110447","GENERAL BONILLA",12694.6227390505,"359292, 7388247",43.375,0.100845822414416,0.51012765394558,"Medium Low"
"Antofagasta","210110447","GENERAL BONILLA",12694.6227390505,"359278.1, 7388386",35.625,0.097119065844275,0.51012765394558,"Medium Low"
"Antofagasta","210110447","GENERAL BONILLA",12694.6227390505,"359247.6, 7388685",75.75,0.087745028148709,0.51012765394558,"Medium Low"
"Antofagasta","210110447","GENERAL BONILLA",12694.6227390505,"359236.9, 7388794",35.625,0.109862296229304,0.51012765394558,"Medium Low"
"Antofagasta","210110447","GENERAL BONILLA",12694.6227390505,"359267.2, 7388493",67.75,0.097803312171046,0.51012765394558,"Medium Low"
"Antofagasta","210110447","GENERAL BONILLA",12694.6227390505,"359257, 7388597",35.625,0.099999065617427,0.51012765394558,"Medium Low"
"Antofagasta","210110453","JAPONÉS",6187.52232788999,"356536.4, 7381485",-1,0.191151614254322,0.717381646975488,"High"
"Antofagasta","210110453","JAPONÉS",6187.52232788999,"356496.3, 7381501",-1,0.210245394221766,0.717381646975488,"High"
"Antofagasta","210110453","JAPONÉS",6187.52232788999,"356577.6, 7381470",63.9166666667,0.177637053449009,0.717381646975488,"High"
"Antofagasta","210110454",NA,5199.99779208381,"355243.4, 7378737",-1,0.201220610343406,0.768249313665869,"High"
"Antofagasta","210110455",NA,1816.48159253038,"355365.3, 7378744",-1,0.136987254626015,0.768249313665582,"High"
